item_id,domain,difficulty,question,correct_answer,template_id,seed
logic_0035,logic,6,"Ava is a Tazzles. All Tazzles are fast. If something is fast, then it is kind. If something is a Fizzgigs, it might be brave. If something is kind, then it is tall. If something is a Plonkers, it might be strong. Is Ava tall?",Yes,multi_step_deduction,704108340
logic_0036,logic,5,"Ora is a Murnips. If something is a Blorps, it might be fast. All Murnips are tall. If something is tall, then it is strong. If something is strong, then it is quiet. Is Ora friendly?",Cannot be determined,multi_step_deduction,1463351239
logic_0037,logic,5,"Cora is a Grumpkins. All Grumpkins are happy. If something is a Blorps, it might be tall. If something is happy, then it is tall. If something is tall, then it is clever. Is Cora friendly?",Cannot be determined,multi_step_deduction,122050612
logic_0038,logic,5,Ben is a Kelpoids. Every Kelpoids is a Wumpuses. Every Wumpuses is a Fizzgigs. Some Drazzles are fast. Every Fizzgigs is a Snazzles. Every Snazzles is a Zephlins. Is Ben a Drazzles?,Cannot be determined,set_membership,539799898
logic_0039,logic,6,Jake enjoys cooking. Hugo's favorite color is orange. Leo does not like orange or yellow. Leo's favorite color is blue. Eve enjoys hiking. Paul does not like red or purple. Paul's favorite color is yellow. Ora does not like yellow or purple. Ora's favorite color is red. Ben does not like orange. What is Ben's favorite color?,purple,constraint_satisfaction,456422196
logic_0040,logic,5,"Some Drogons are friendly. Paul is a Drazzles. All Drazzles are fast. If something is fast, then it is wise. If something is wise, then it is clever. Is Paul happy?",Cannot be determined,multi_step_deduction,1139123210
logic_0041,logic,6,"Finn is a Blorps. All Blorps are happy. If something is happy, then it is quiet. If something is quiet, then it is tall. Some Murnips are happy. If something is tall, then it is strong. If something is a Drogons, it might be fast. If something is strong, then it is friendly. Is Finn friendly?",Yes,multi_step_deduction,361667659
logic_0042,logic,4,"Paul is a Blorps. Every Blorps is a Kelpoids. Every Kelpoids is a Drazzles. If something is a Wumpuses, it might be strong. Every Drazzles is a Vexlings. Is Paul a Grumpkins?",Cannot be determined,set_membership,1511614416
logic_0043,logic,2,Dan is a Drazzles. All Drazzles are wise. Is Dan brave?,Cannot be determined,syllogism,356763887
logic_0044,logic,2,"Iris is a Plonkers. All Plonkers are clever. If something is clever, then it is friendly. Is Iris wise?",Cannot be determined,multi_step_deduction,60269341
logic_0045,logic,3,Noel's favorite color is red. Kira's favorite color is yellow. Ben's favorite color is green. Leo enjoys reading. Gina's favorite color is purple. Hugo does not like yellow. What is Hugo's favorite color?,orange,constraint_satisfaction,1002129707
logic_0046,logic,5,"Paul is a Fizzgigs. If something is a Drogons, it might be friendly. Every Fizzgigs is a Snazzles. Every Snazzles is a Kelpoids. Every Kelpoids is a Vexlings. Every Vexlings is a Flimbers. Is Paul a Wumpuses?",Cannot be determined,set_membership,787985268
logic_0047,logic,1,Kira is a Zephlins. All Zephlins are quiet. Is Kira quiet?,Yes,syllogism,511616025
logic_0048,logic,6,"Mina is a Murnips. All Murnips are strong. If something is strong, then it is kind. If something is a Snazzles, it might be strong. If something is kind, then it is tall. Some Drogons are wise. Is Mina clever?",Cannot be determined,multi_step_deduction,314095629
logic_0049,logic,1,Leo is a Snazzles. Every Snazzles is a Drazzles. Is Leo a Vexlings?,Cannot be determined,set_membership,1327139357
logic_0050,logic,6,Jake's favorite color is green. Finn's favorite color is purple. Dan does not like red or blue. Dan's favorite color is yellow. Mina enjoys reading. Eve's favorite color is blue. Noel does not like purple. Kira enjoys reading. What is Noel's favorite color?,red,constraint_satisfaction,191740484
logic_0051,logic,5,"Gina is a Murnips. If something is a Quibbles, it might be friendly. Every Murnips is a Snazzles. Every Snazzles is a Plonkers. Every Plonkers is a Zephlins. Every Zephlins is a Blorps. Is Gina a Fizzgigs?",Cannot be determined,set_membership,123670045
logic_0052,logic,2,Iris is a Plonkers. Every Plonkers is a Tazzles. Every Tazzles is a Zephlins. Is Iris a Tazzles?,Yes,set_membership,191809267
logic_0053,logic,1,Cora is a Vexlings. All Vexlings are wise. Is Cora wise?,Yes,syllogism,1561402013
logic_0054,logic,4,"Paul is a Tazzles. All Tazzles are tall. If something is tall, then it is clever. Some Snazzles are clever. Is Paul clever?",Yes,multi_step_deduction,525339929
logic_0055,logic,4,"Noel is a Zephlins. If something is a Vexlings, it might be tall. All Zephlins are happy. If something is happy, then it is kind. Is Noel kind?",Yes,multi_step_deduction,930042724
logic_0056,logic,1,Finn is a Plonkers. All Plonkers are quiet. Is Finn quiet?,Yes,syllogism,1726921815
logic_0057,logic,6,"All Fizzgigs are tall. Ora is a Snazzles. All Snazzles are happy. If something is happy, then it is wise. If something is a Quibbles, it might be clever. If something is wise, then it is fast. Is Ora strong?",Cannot be determined,multi_step_deduction,932534395
logic_0058,logic,1,Ava is a Drazzles. Every Drazzles is a Quibbles. Is Ava a Quibbles?,Yes,set_membership,1964723331
logic_0059,logic,5,Ava's favorite color is red. Iris enjoys chess. Eve's favorite color is green. Mina does not like red or green. Mina's favorite color is yellow. Ben's favorite color is blue. Kira does not like yellow. What is Kira's favorite color?,purple,constraint_satisfaction,1542360951
logic_0060,logic,2,"Finn is a Tazzles. All Tazzles are fast. If something is fast, then it is tall. Is Finn strong?",Cannot be determined,multi_step_deduction,2102461783
logic_0061,logic,1,Finn is a Wumpuses. Every Wumpuses is a Tazzles. Is Finn a Tazzles?,Yes,set_membership,2108418345
logic_0062,logic,5,Iris is a Tazzles. Every Tazzles is a Wumpuses. Every Wumpuses is a Blorps. All Grumpkins are friendly. Every Blorps is a Drazzles. Every Drazzles is a Flimbers. Is Iris a Kelpoids?,Cannot be determined,set_membership,770097249
logic_0063,logic,1,Kira is a Kelpoids. Every Kelpoids is a Snazzles. Is Kira a Fizzgigs?,Cannot be determined,set_membership,1233687312
logic_0064,logic,4,Noel is a Tazzles. Every Tazzles is a Kelpoids. Some Drogons are fast. Every Kelpoids is a Fizzgigs. Every Fizzgigs is a Quibbles. Is Noel a Kelpoids?,Yes,set_membership,920991525
logic_0065,logic,4,"Ava is a Drogons. All Drogons are quiet. If something is a Murnips, it might be wise. If something is quiet, then it is tall. Is Ava clever?",Cannot be determined,multi_step_deduction,66271313
logic_0066,logic,6,Iris's favorite color is orange. Leo's favorite color is red. Gina enjoys hiking. Ava's favorite color is yellow. Cora's favorite color is blue. Paul enjoys gardening. Ora does not like yellow. What is Ora's favorite color?,green,constraint_satisfaction,1608711742
logic_0067,logic,6,"Mina is a Kelpoids. All Kelpoids are brave. All Zephlins are kind. If something is a Drogons, it might be fast. If something is brave, then it is friendly. If something is friendly, then it is clever. If something is clever, then it is strong. If something is strong, then it is quiet. Is Mina quiet?",Yes,multi_step_deduction,815084990
logic_0068,logic,4,Jake is a Tazzles. Every Tazzles is a Vexlings. Every Vexlings is a Drogons. Some Quibbles are kind. Every Drogons is a Blorps. Is Jake a Vexlings?,Yes,set_membership,1275356256
logic_0069,logic,5,All Fizzgigs are quiet. Gina is a Kelpoids. Every Kelpoids is a Drazzles. Every Drazzles is a Murnips. Every Murnips is a Plonkers. Every Plonkers is a Grumpkins. Is Gina a Blorps?,Cannot be determined,set_membership,1363643283
logic_0070,logic,6,Mina enjoys gardening. Noel's favorite color is red. Hugo's favorite color is orange. Eve enjoys reading. Ben's favorite color is blue. Dan's favorite color is purple. Ava does not like red. What is Ava's favorite color?,yellow,constraint_satisfaction,432724584
logic_0071,logic,2,"Kira is a Fizzgigs. All Fizzgigs are friendly. If something is friendly, then it is fast. Is Kira fast?",Yes,multi_step_deduction,1614934286
logic_0072,logic,5,Eve is a Flimbers. Every Flimbers is a Wumpuses. Every Wumpuses is a Kelpoids. Every Kelpoids is a Fizzgigs. All Blorps are happy. Every Fizzgigs is a Quibbles. Is Eve a Wumpuses?,Yes,set_membership,660478520
logic_0073,logic,4,"Ora is a Kelpoids. Every Kelpoids is a Blorps. If something is a Vexlings, it might be fast. Every Blorps is a Tazzles. Every Tazzles is a Flimbers. Is Ora a Quibbles?",Cannot be determined,set_membership,926150545
logic_0074,logic,4,Ora's favorite color is red. Eve's favorite color is yellow. Paul does not like orange or red. Paul's favorite color is green. Mina enjoys hiking. Iris does not like green. What is Iris's favorite color?,orange,constraint_satisfaction,1346690908
logic_0075,logic,1,Mina is a Vexlings. All Vexlings are brave. Is Mina kind?,Cannot be determined,syllogism,2018807828
logic_0076,logic,3,Hugo's favorite color is green. Mina does not like orange or red. Mina's favorite color is yellow. Iris does not like yellow or green. Iris's favorite color is orange. Eve enjoys gardening. Ava does not like yellow. What is Ava's favorite color?,red,constraint_satisfaction,798886345
logic_0077,logic,1,Paul is a Wumpuses. Every Wumpuses is a Grumpkins. Is Paul a Grumpkins?,Yes,set_membership,1710034404
logic_0078,logic,3,"All Tazzles are quiet. Finn is a Drogons. All Drogons are strong. If something is strong, then it is clever. Is Finn tall?",Cannot be determined,multi_step_deduction,1444908030
logic_0079,logic,1,Paul is a Tazzles. Every Tazzles is a Kelpoids. Is Paul a Kelpoids?,Yes,set_membership,524042930
logic_0080,logic,2,Ora is a Blorps. Every Blorps is a Vexlings. Every Vexlings is a Drogons. Is Ora a Vexlings?,Yes,set_membership,1769694667
logic_0081,logic,1,Paul is a Grumpkins. All Grumpkins are happy. Is Paul happy?,Yes,syllogism,2016083563
logic_0082,logic,6,Leo's favorite color is yellow. Hugo's favorite color is blue. Jake's favorite color is orange. Ava does not like yellow or blue. Kira enjoys cooking. Ava's favorite color is green. Noel enjoys gardening. Cora does not like orange. What is Cora's favorite color?,purple,constraint_satisfaction,1815280397
logic_0083,logic,3,Jake enjoys reading. Cora's favorite color is purple. Hugo's favorite color is blue. Kira does not like blue or orange. Kira's favorite color is green. Gina does not like green. What is Gina's favorite color?,orange,constraint_satisfaction,406158059
logic_0084,logic,1,Paul is a Murnips. All Murnips are tall. Is Paul tall?,Yes,syllogism,10887059
logic_0085,logic,3,Kira is a Zephlins. Some Quibbles are happy. All Zephlins are tall. All tall things are fast. Is Kira not fast?,No,syllogism,2070400934
logic_0086,logic,3,Gina is a Zephlins. Every Zephlins is a Grumpkins. All Fizzgigs are quiet. Every Grumpkins is a Plonkers. Every Plonkers is a Tazzles. Is Gina a Flimbers?,Cannot be determined,set_membership,760047201
